rank,commodityCode,goodsDescription,countryOfOriginCode,countryOfOriginName,manufacturerName,exporterNameAndAddress,uomCode,uomDesc,packetSize,requestedAmount,requestedOtherInformation,assessedAmount,assessedOtherInformation,recommendedAmount,recommendedOtherInformation
561,3822000000,"TSO 500 ctDNA EALR (LP#-LNW1,LIBRARY NORMALIZATION WASH 1) 20046780 (Formamide, 2-Mercaptoethanol)",,,,,TNE,Metric ton,,500,,500,,500,
562,3822000000,"TSO 500 DNA/RNA Kit (24Spl)+PierianDx (LP#-STL,STOP LIGATION BUFFER) 20032626 (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
563,3822000000,"TS Onc 500 DNA/RNA HT (24 Spl), plus PDx (LP#-STL,STOP LIGATION BUFFER) 20040768 (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
564,3822000000,"TruSight Onco 500 RNA Kt (48 Spl) (ID#-UP01, Unique Index primer 01, 20 ul) 20038738 (Edetic Acid
60-00-4)",,,,,TNE,Metric ton,,500,,500,,500,
565,3822000000,"TruSight Onco 500 DNA Kt (48 Spl) (LP#-LNW1,LIBRARY NORMALIZATION WASH 1) 20028213 (Formamide, 2-Mercaptoethanol)",,,,,TNE,Metric ton,,500,,500,,500,
566,3822000000,"TS Onc 500 DNA HT (48 Spl) (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
567,3822000000,"TST170 Kit-NextSeq v2.5(24spl)+PierianDx (GA#-HT1,cbot 15 mL TUBE) 20032629 (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
568,3822000000,"TruSight Onco 500 DNA/RNA Kt (24 Spl) (LP#-LNS1, Lbry Nrml Storg Bfr 1, ZR2) 20028215 (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
569,3822000000,"TG TruSeq RNA Access (96 smp, 24 ind) (GA#-HP3) 20010182 (Sodium hydroxide )",,,,,TNE,Metric ton,,500,,500,,500,
570,3822000000,"TS Onc 500 DNA/RNA HT (24 Spl) (LP#-RSB,RESUSPENSION BUFFER) 20040764 (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
571,3822000000,"TruSight Tumor 170 Kit - NextSeq v2.5 (GA#-HT1,cbot 15 mL TUBE) 20028821  (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
572,3822000000,"Ampliseq Focus Panel MiSeq Kit (MS#-HT1,5mL) 20024183 (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
573,3822000000,"RPIP Enrich Kit (RUO)(96 idx,96 spl)-B (GA#-HP3) 20046969 (Sodium hydroxide )",,,,,TNE,Metric ton,,500,,500,,500,
574,3822000000,"RPIP Enrich Kit (RUO)(96 idx,96 spl)-A (GA#-HP3) 20047050 (Sodium hydroxide)",,,,,TNE,Metric ton,,500,,500,,500,
575,3822000000,TruSeq Methyl Capture EPIC Kit (48 smp) (GA#-HP3) 15070018 (Sodium hydroxide ),,,,,TNE,Metric ton,,500,,500,,500,
576,3822000000,"VeriSeq NIPT SMP Prep Kit(96 SMP) (DX#-RSB, Resuspension Buffer, 35 ml) 15066802 (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
577,3822000000,"TG VeriSeq NIPT SMP Prep KT (96 SMP) (TG#-HT1, Hybridization Buffer, 12 ml) 15068652 (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
578,3822000000,"TruSight Oncology UMI Reagents 20024586 (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
579,3822000000,ILMN RNA LP w/Enrich (L)Tag (96 Spl) 20040537 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
580,3822000000,"TruSeq Strnd Total RNA LP HMR (96 Spl) (LP#-ATL,A TAILING MIX) 20020597 (Sucrose)",,,,,TNE,Metric ton,,500,,500,,500,
581,3822000000,"TruSeq Strnd Total RNA LP Globin(96 Spl) 20020613 (LP#-ATL,A TAILING MIX) (Sucrose)",,,,,TNE,Metric ton,,500,,500,,500,
582,3822000000,"TST170 Kit (24 Samples)+PierianDx 20032628 (GA#-HT1,cbot 15 mL TUBE) (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
583,3822000000,"TruSeq Strnd Total RNA LP Plant (96 Spl) 20020611 (LP#-ATL,A TAILING MIX) (Sucrose)",,,,,TNE,Metric ton,,500,,500,,500,
584,3822000000,AmpliSeq Library PLUS (96 Reactions) 20019102 (1X Lib Amp Mix) (Glycerol),,,,,TNE,Metric ton,,500,,500,,500,
585,3822000000,"TruSight? Myeloid Sequencing Panel 15037184 (TC#-SW1,STRINGENT WASH 1) (Formamide, 2-Mercaptoethanol)",,,,,TNE,Metric ton,,500,,500,,500,
586,3822000000,TruSite RPD CPTR KT (24 INX 96 SMP) 15041715 (GA#-HP3) (Sodium hydroxide ),,,,,TNE,Metric ton,,500,,500,,500,
587,3822000000,"ILMN Strnd Total RNA Lig w/RBZ+ (96 Spl) 20040529 (NX#-RSB,RESUSPENSION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
588,3822000000,"TruSight Tumor 170 15065869 (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
589,3822000000,"ILMN Tag DNA Enzyme & Buffer Large Kit 20034198 (NX#-TD,TAGMENT DNA BUFFER) (N,N-Dimethylformamide)",,,,,TNE,Metric ton,,500,,500,,500,
590,3822000000,TruSight RNA Pan-Cancer Panel 48smp-SetA 15076112 (GA#-HP3)(Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
591,3822000000,TruSight RNA Pan-Cancer Panel 48smp-SetB 15076113 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
592,3822000000,TruSite RPD CPTR KT (24 INX 48 SMP) 15041713 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
593,3822000000,"SureCell Whl Trans 3 Pr Kt (6 crtg kt) 20014280 (ID#-N705,DNA ADPTR)(Control Oligo Stock)",,,,,TNE,Metric ton,,500,,500,,500,
594,3822000000,TruSight? RNA Fusion Panel 48SMP - Set A 15076117 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
595,3822000000,TruSight? RNA Fusion Panel 48SMP - Set B 15076118 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
596,3822000000,"TruSight HLA Seq Panel (24 smp) 15053203 (LP#-RSB,RESUSPENSION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
597,3822000000,"TruSeq Exome Kit (96 Spl) 20020615 (TUBE,EDTA 0.5 M,250 UL) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
598,3822000000,"VeriSeq NIPT SMP Prep Kit(48 SMP) 15066801 (DX#-RSB, Resuspension Buffer, 35 ml)  (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
599,3822000000,"TG VeriSeq NIPT SMP Prep KT (48 SMP) 15068653 (TG#-HT1, Hybridization Buffer, 12 ml) (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
600,3822000000,"TruSight Oncology RNA Library Prep 20010186 (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
601,3822000000,"TruSight Oncology Enrichment 20010187 (LP#-RSB,RESUSPENSION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
602,3822000000,"TruSeq Strnd Total RNA LP HMR (48 Spl) 20020596 (LP#-ATL,A TAILING MIX) (Sucrose)",,,,,TNE,Metric ton,,500,,500,,500,
603,3822000000,"TruSeq Strnd Total RNA LP Globin(48 Spl) 20020612 (LP#-ATL,A TAILING MIX) (Sucrose)",,,,,TNE,Metric ton,,500,,500,,500,
604,3822000000,"TruSeq Strnd Total RNA LP Plant (48 Spl) 20020610 (LP#-ATL,A TAILING MIX) (Sucrose )",,,,,TNE,Metric ton,,500,,500,,500,
605,3822000000,ILMN RNA Fast Hyb (96 Spl) 20040541 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
606,3822000000,"ILMN RNA LP (L)Tag (96 Spl) 20040543 (NX#-RSB,RESUSPENSION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
607,3822000000,"TruSight HLA v2 (24 samples Automated) 20005170 (LP#-RSB,RESUSPENSION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
608,3822000000,Nextera DNA Flex LPK Enrich (96 Spl)-CDx 20028469 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
609,3822000000,"TruSight? Lymphoma 40 (48 SMP) 20015967 (TC#-SW1,STRINGENT WASH 1) (Formamide, 2-Mercaptoethanol)",,,,,TNE,Metric ton,,500,,500,,500,
610,3822000000,"TruSight Oncology Library Prep 20010184 (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
611,3822000000,"TruSight HLA v2 Seq Panel (24 samples) 20000215 (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
612,3822000000,"TruSight HLA v1 Boxes 3 and 4 20006995 (LP#-RSB,RESUSPENSION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
613,3822000000,"VeriSeq NIPT SMP Prep Kit 20025895 (24 SMP) (DX#-RSB, Resuspension Buffer, 35 ml) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
614,3822000000,"TG VeriSeq NIPT SMP Prep Kit (24 SMP) 20031755 (TG#-HT1, Hybridization Buffer, 12 ml) (Sodium chloride
7647-14-5)",,,,,TNE,Metric ton,,500,,500,,500,
615,3822000000,"TruSeq Stranded mRNA LP (96 Spl) 20020595 (LP#-ATL,A TAILING MIX) (Sucrose)",,,,,TNE,Metric ton,,500,,500,,500,
616,3822000000,"ILMN Strnd mRNA Prep Lig (96 Spl) 20040534 (LP#-BWB Bead Washing Buffer) (Sodium hydroxide
1310-73-2)",,,,,TNE,Metric ton,,500,,500,,500,
617,3822000000,"TruSeq Custom Amplicon Kit Dx 20005718 (DX#-OHS1, Hybridization Buffer) (Formamide, Citric Acid Monohydrate)",,,,,TNE,Metric ton,,500,,500,,500,
618,3822000000,"TruSight Oncology DNA Library Prep 20010185 (LP#-STL,STOP LIGATION BUFFER) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
619,3822000000,"ILMN DNA LP (M)Tag (96 Spl) 20018705 (LP#-RSB,RESUSPENSION BUFFER, 20 ml) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
620,3822000000,"Kit, TruSeq RNA SMP Prep Kit-v2, 48,SetA 15028069 (RM.T4 DNA LIGASE,360U/UL) (Glycerol, Hydrogen chloride)",,,,,TNE,Metric ton,,500,,500,,500,
621,3822000000,"Kit, TruSeq RNA SMPle Prep Kit-v2 15028070(LP#-ERP,END REPAIR MIX) (Sucrose,Glycerol)",,,,,TNE,Metric ton,,500,,500,,500,
622,3822000000,"ILMN DNA LP (S)Tag (96 Spl) 20025520 (DF#-RSB) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
623,3822000000,ILMN Tag DNA Enzyme & Buffer Small Kit 20034197 (NX#-TDE1 Tagment DNA Enzyme 1) (Glycerol),,,,,TNE,Metric ton,,500,,500,,500,
624,3822000000,"TG NXTR? XT DNA SMP PREP KT (96 SMP) 15044643 (LP#-LNW1,LIBRARY NORMALIZATION WASH 1) (Formamide, 2-Mercaptoethanol)",,,,,TNE,Metric ton,,500,,500,,500,
625,3822000000,TruSeq Methyl Capture EPIC Kit (12 smp) 15070017 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
626,3822000000,ILMN DNA LP w/Enrich (S)Tag (16 Spl) 20025523 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric ton,,500,,500,,500,
627,3822000000,"TruSeq Exome Kit (24 Spl) 20020614 (TUBE,EDTA 0.5 M,250 UL) (Water
7732-18-5)",,,,,TNE,Metric ton,,500,,500,,500,
628,3822000000,"TruSight Cystic Fibrosis Library Prep 20036925 (DX#-OHS1, Hybridization Buffer) (Formamide, Citric Acid Monohydrate)",,,,,TNE,Metric ton,,500,,500,,500,
629,3822000000,"NXTR? XT LIB Prep KT PulseNet (96 SMP) 15063473 (NX#-TD,TAGMENT DNA BUFFER) (N,N-Dimethylformamide)",,,,,TNE,Metric ton,,500,,500,,500,
630,3822000000,AmpliSeq Library PLUS (24 Reactions) 20019101 (5X AmpliSeq HiFi Mix) (Glycerol),,,,,TNE,Metric ton,,500,,500,,500,
631,3822000000,AmpliSeq Focus Panel 20019164 (5X Ampliseq ? Focus DNA Panel Pool 1) (Glycerol)),,,,,TNE,Metric ton,,500,,500,,500,
632,3822000000,"10X EZ PREP SOLUTION, 2L [5279771001](Polyoxyethlene alkyl ether)",,,,,TNE,Metric tons,,500,,500,,500,
633,3822000000,"10X SSC SOLUTION, 2L [5353947001](mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1))",,,,,TNE,Metric tons,,500,,500,,500,
634,3822000000,"Acid wash Solution 2x1,8 L (Cell Wash Solution II / Acid Wash)[4880307190] [citric acid, Nikkol BT 9]",,,,,TNE,Metric tons,,500,,500,,500,
635,3822000000,ACTH CS Elecsys (ACTH Calset) [3255760190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
636,3822000000,ACTH Elecsys cobas e 100 (Elecsys ACTH) [3255751190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
637,3822000000,"ALB BCG Gen.2, 300Tests, cobas c, Int. (ALB2) [3183688122] [Citric acid monohydrate]",,,,,TNE,Metric tons,,500,,500,,500,
638,3822000000,"ALB-T TQ Gen.2, 100Tests, cobas c, IntALBT2). ( [4469658190] [Polyethylenglycol6000, sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
639,3822000000,"ALP2, 200T, cobas c, Integra(03333752190) ( 2-amino-2-methylpropanol and sodium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
640,3822000000,"AMPLIFICATION KIT, CE [5266114001] [reaction mass of 5-chloro-2-
methyl-2H-isothiazol-3-one and 2-
methyl-2H-isothiazol-3-one (3:1), edetic acid]",,,,,TNE,Metric tons,,500,,500,,500,
641,3822000000,AmpliSeq BRCA Panel (5x  Ampliseq BRCA Panel Pool 1)   [20019168],,,,,TNE,Metric tons,,500,,500,,500,
642,3822000000,"AmpliSeq Direct FFPE DNA [20023378] [Proteinase K, proprietary mixture]",,,,,TNE,Metric tons,,500,,500,,500,
643,3822000000,Ampliseq? cDNA Synthesis for Illumina? (10X Ampliseq? RT Enzyme Mix) [20022654][Glycerol],,,,,TNE,Metric tons,,500,,500,,500,
644,3822000000,"AMYL Gen.2, 300Tests, cobas c, Integra [3183742122](2-methyl-2H-isothiazol-3-one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
645,3822000000,"AMY-P,  200Tests, cobas c, Integra(2-methyl-2H-isothiazol-3-one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
646,3822000000,Anti-CCP Elecsys cobas e 100 [5031656190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
647,3822000000,Anti-CCP PC Elecsys [5031664190]((REGULATION (EC) No 1272/2008)cyclic citrullinated peptides),,,,,TNE,Metric tons,,500,,500,,500,
648,3822000000,Anti-CD30 (BER-H2) [7007841001](sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
649,3822000000,Anti-CEA (TF-3H8-1) PAB [5266947001](reaction mass of: 5-chloro-2- methyl-4-isothiazolin-3-one and 2-methyl-2H -isothiazol-3- one,,,,,TNE,Metric tons,,500,,500,,500,
650,3822000000,Anti-CHROMOGRANIN A (LK2H10) Primary Antibody (05267056001) ( 5-chloro-2- methyl-4-isothiazolin-3-one and 2-methyl-2H -isothiazol-3- one),,,,,TNE,Metric tons,,500,,500,,500,
651,3822000000,ANTI-P53 (Bp53-11) PaB (05267102001) (Sodium azide (Na(N3)),,,,,TNE,Metric tons,,500,,500,,500,
652,3822000000,Anti-Pan Keratin (AE1/AE3 & PCK26) Primary Antibody (05267145001) ( 5-chloro-2- methyl-4-isothiazolin-3-one and 2-methyl-2H -isothiazol-3- one),,,,,TNE,Metric tons,,500,,500,,500,
653,3822000000,Anti-TG (Anti-TG Elecsys cobas e 100 V4) [06368697190] (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
654,3822000000,Anti-TG Calse (Anti-TG CS Elecsys) (06368603190) (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
655,3822000000,Anti-TPO CalSet (Anti-TPO CS Elecsys) [06472931190] (2-methyl-2H-isothiazol-3-one hydrochloride and sodium azide ),,,,,TNE,Metric tons,,500,,500,,500,
656,3822000000,"ASLO TQ, 150Tests, cobas c (aslot)[4489403190] [disodium tetraborate decahydrate, reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)]",,,,,TNE,Metric tons,,500,,500,,500,
657,3822000000,"ASSY, Kit Pack, Pathway C-Kit (PATHWAY anti-c-Kit (9.7) Primary Antibody)[5278317001] (Sodium Azide)",,,,,TNE,Metric tons,,500,,500,,500,
658,3822000000,"Bactec Plastic Anaerobic 50V 442022 (BD BACTEC? Plus Anaerobic/F Culture Vials) (Propanoic acid, 2-oxo-, sodium salt (1:1))",,,,,TNE,Metric tons,,500,,500,,500,
659,3822000000,"BD Vacutainer SST (Gold Cap) 5ml 367955 (TUBE SST II PLH 13X100 PLBL 5.0 PINK) (Benzene, methyl-, Quartz (SiO2), Aluminum oxide (Al2O3))",,,,,TNE,Metric tons,,500,,500,,500,
660,3822000000,"BD Vacutainer(R) Plastic Citrate tube with Light Blue BD Hemograd Closure, 1.8ml, 13x75mm, Paper Label, 0.109M C 363047 (TUBE CIT PLH 13X75 1.8 PLBL CE L/BL .109)(Buffered Trisodium Citrate Plus)",,,,,TNE,Metric tons,,500,,500,,500,
661,3822000000,"BIL-D Gen.2, 100Tests, cobas c 111 (BILD2) (orthophosphoric;hydrogen chloride)",,,,,TNE,Metric tons,,500,,500,,500,
662,3822000000,"BIL-T Gen.3, 250Tests cobas c,Integra   (BILT3)[Poly(oxy-1,2-ethanediyl), .alpha.-(phenylmethyl)-.omega.-[(1,1,3,3-tetramethylbutyl)phenoxy]-, tetrahydrothiophene 1,1-dioxide, Brij 35, IGEPAL CA630, Sodium metaborate tetrahydrate,",,,,,TNE,Metric tons,,500,,500,,500,
663,3822000000,"BlankCell Elecsys,cobas e (11729306122) (tripropylamine)",,,,,TNE,Metric tons,,500,,500,,500,
664,3822000000,BLUING REAGENT [5266769001] (sodium carbonate),,,,,TNE,Metric tons,,500,,500,,500,
665,3822000000,"C.f.a.s. PUC [3121305122] [sodium azide, Dipotassium hydrogen phosphate 3 hydrate
,dipotassium hydrogenorthophosphate]",,,,,TNE,Metric tons,,500,,500,,500,
666,3822000000,"C3c, 100Tests, cobas c, Integra (C3C-2) [3001938322] [Polyethylenglycol 4000, sodium azide ]",,,,,TNE,Metric tons,,500,,500,,500,
667,3822000000,"C4, 100Tests, cobas c, Integra(C4-2) [3001962322] [Polyethylenglycol 1500, sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
668,3822000000,CA 19-9 CalSet (CA 19-9 CS Elecsys) [11776215122] (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
669,3822000000,CA125 II CalSet II (CA 125 G2 CS G2 Elecsys) (07030207190) (2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
670,3822000000,"CA2 (CA, Gen.2, 300Tests, cobas c,Integra) [5061482190] (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
671,3822000000,"CalSet PTH CS (08243875190) (Edetic acid disodium salt dihydrate (EDTA-2Na-2H2O) and 3(2H)-Isothiazolone, 2-methyl-,hydrochloride (1:1)",,,,,TNE,Metric tons,,500,,500,,500,
672,3822000000,"CalSet PTH STAT (PTH STAT CS ELECSYS) (08243930190) (Edetic acid disodium salt dihydrate(EDTA-2Na-2H2O) and 3(2H)-Isothiazolone, 2-methyl-,hydrochloride (1:1))",,,,,TNE,Metric tons,,500,,500,,500,
673,3822000000,CCR Research United KingdomSMP2 NRCC PNL 15072286(GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
674,3822000000,"CD-138 (B-A38) PAb, Cell Marque (05269083001) (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
675,3822000000,"CD31 (JC70) PAb, Cell Marque (05463475001) (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
676,3822000000,"CDX-2 (EPR2764Y) PAb, Cell Marque (05463491001)  (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
677,3822000000,"Cell Check Elecsys,cobas e (11820451122) (orthophosphoric acid and tripropylamine)",,,,,TNE,Metric tons,,500,,500,,500,
678,3822000000,"Cell Conditioning Solution (CC2) (05279798001) (ethane-1,2-diol 5-chloro-2- methyl-4-isothiazolin-3-one, acetic acid, Citric acid mono hydrate and 2-methyl-2H -isothiazol-3- one)",,,,,TNE,Metric tons,,500,,500,,500,
679,3822000000,"CELL CONDITIONING SOLUTION, CC1, (05279801001) (2-methyl-2H-isothiazol-3-one, boric acid and silicon dioxide)",,,,,TNE,Metric tons,,500,,500,,500,
680,3822000000,"CELL MARQUE REAGENT, ALPHA-FETOPROTEIN (05267188001) (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
681,3822000000,Cell Marque TDT (05267811001)(Sodium azide (Na(N3)),,,,,TNE,Metric tons,,500,,500,,500,
682,3822000000,"Cell Marque, bcl-6 (05269008001)(Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
683,3822000000,"Cell Marque, Cytokeratin 19 (05269440001) (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
684,3822000000,"Cell Marque, Mammaglobin (05269253001) (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
685,3822000000,"CELL MARQUE, MUSCLE SPECIFIC ACTIN(05267161001) ((Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
686,3822000000,"Cell Marque, Neurofilament (05267714001) (Sodium azide (Na(N3))",,,,,TNE,Metric tons,,500,,500,,500,
687,3822000000,"CELL MARQUE, THYROGLOBULIN [5267820001]",,,,,TNE,Metric tons,,500,,500,,500,
688,3822000000,"Cell Marque,Renal Cell CArcinoma (PN-15) [5269369001] (sodium azide 26628-22-8 )",,,,,TNE,Metric tons,,500,,500,,500,
689,3822000000,Cfas Cystatin C [4975901190] [sodium azide],,,,,TNE,Metric tons,,500,,500,,500,
690,3822000000,"Cfas MYO, 3x1ml [4580044190] [sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
691,3822000000,Cfas PAC 3x1ML [3555941190] [sodium azide ],,,,,TNE,Metric tons,,500,,500,,500,
692,3822000000,"CINtec p16 Histology (250) CE [6695256001] [reaction mass of 5-chloro-2-
methyl-2H-isothiazol-3-one and 2-
methyl-2H-isothiazol-3-one (3:1), ]",,,,,TNE,Metric tons,,500,,500,,500,
693,3822000000,"CINtec p16 Histology (50) CE [6695248001] [reaction mass of 5-chloro-2-
methyl-2H-isothiazol-3-one and 2-
methyl-2H-isothiazol-3-one (3:1)]",,,,,TNE,Metric tons,,500,,500,,500,
694,3822000000,"CK 200Tests, cobas c/Integra [imidazole, Ncarboxymethyliminobis(ethylenenitrilo)tetra(acetic
acid)]",,,,,TNE,Metric tons,,500,,500,,500,
695,3822000000,"CKL,  200Tests, cobas c, Integra (imidazole)",,,,,TNE,Metric tons,,500,,500,,500,
696,3822000000,CK-MB CS Elecsys V4 [05957664190] [L-malic acid],,,,,TNE,Metric tons,,500,,500,,500,
697,3822000000,CK-MB Elecsys cobas e 100 V4 [5894808190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
698,3822000000,"CKMBL, 100Tests, cobas c, Integra [7190808190] [Imidazole, Ncarboxymethyliminobis(ethylenenitrilo)tetra(acetic acid)
]",,,,,TNE,Metric tons,,500,,500,,500,
699,3822000000,CMV IgG Elecsys cobas e 100 [4784596190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
700,3822000000,CMV IgM Elecsys cobas e 100 [4784618190] [2-methyl-2H-isothiazol-3-one hydrochloride],,,,,TNE,Metric tons,,500,,500,,500,
701,3822000000,CoaguChek aPTT  2x24 Test (en/fr/pl/sl) (phospholipids; Calcium chloride),,,,,TNE,Metric tons,,500,,500,,500,
702,3822000000,CoaguChek aPTT Controls (Level 1 + 2) (phospholipids; Calcium chloride),,,,,TNE,Metric tons,,500,,500,,500,
703,3822000000,CoaguChek PT  2x24 Test (en/fr/pl/sl) (phospholipids; Calcium chloride),,,,,TNE,Metric tons,,500,,500,,500,
704,3822000000,"CoaguChek PT Controls [6679684190] (Level 1+2) [calcium chloride, sodium azide]",,,,,TNE,Metric tons,,500,,500,,500,
705,3822000000,CoaguChek XS 24 tests (en/fr/sl/pl) (CoaguChek XS PT Test) [4625358019] ((phospholipids; Calcium chloride),,,,,TNE,Metric tons,,500,,500,,500,
706,3822000000,CoaguChek XS 2x24 tests (en/fr/sl/pl) (CoaguChek XS PT Test)\[4625315019] (phospholipids; Calcium chloride),,,,,TNE,Metric tons,,500,,500,,500,
707,3822000000,"CoaguChek XS Control International (CoaguChek XS PT CONTROL) [4696522190] [sodium azide, calcium chloride]",,,,,TNE,Metric tons,,500,,500,,500,
708,3822000000,"Cobas 4800 Lysis 2, Kit of 960 Tests (guanidinium thiocyanate; Polidocanol; R*,R*)-1,4-dimercaptobutane 2,3-diol)",,,,,TNE,Metric tons,,500,,500,,500,
709,3822000000,"Cobas 4800 Sample Preparation 2 , Kit of 960 Tests (Sodium Azide)",,,,,TNE,Metric tons,,500,,500,,500,
710,3822000000,"cobas b 101 CRP Control (Ethanol, Sodium azide, Hydrogen chloride)",,,,,TNE,Metric tons,,500,,500,,500,
711,3822000000,"cobas b 101 HbA1c Control [6380204190] (chloramphenicol, potassium cyanide)",,,,,TNE,Metric tons,,500,,500,,500,
712,3822000000,cobas b 101 HbA1c Test 10PC (potassium cyanide),,,,,TNE,Metric tons,,500,,500,,500,
713,3822000000,cobas b 101 Lipid Panel Control [6380182190] (chloramphenicol),,,,,TNE,Metric tons,,500,,500,,500,
714,3822000000,Cobas b101 CRP-HS Test (cobas CRP Test)(08024669190) (Sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
715,3822000000,"cobas C SPECIAL CELL CLEANING SOLUTION (SCCS) [4880994190] [sodium hydroxide, sodium hypochlorite ]",,,,,TNE,Metric tons,,500,,500,,500,
716,3822000000,"cobas Integra Check Sample [20757144322] [hydrogen chloride, sodium hydroxide]",,,,,TNE,Metric tons,,500,,500,,500,
